id,user_id,record_date,record_time_slot,attendance_type,note,source,is_approved,approved_by,approved_at,created_at,updated_at,deleted_at
830,5,2025-09-17,full_day,onsite,,staff,True,4,2025-09-17 17:31:00,2025-09-17 09:15:00,2025-09-17 17:31:00,
831,6,2025-09-17,full_day,onsite,,self,True,1,2025-09-17 17:59:00,2025-09-17 09:08:00,2025-09-17 17:59:00,
832,7,2025-09-17,full_day,onsite,,self,True,1,2025-09-17 17:11:00,2025-09-17 09:29:00,2025-09-17 17:11:00,
833,8,2025-09-17,full_day,remote,,self,True,4,2025-09-17 17:56:00,2025-09-17 09:07:00,2025-09-17 17:56:00,
834,9,2025-09-17,full_day,remote,,self,True,4,2025-09-17 17:39:00,2025-09-17 09:30:00,2025-09-17 17:39:00,
835,10,2025-09-17,full_day,onsite,,self,True,4,2025-09-17 17:29:00,2025-09-17 09:26:00,2025-09-17 17:29:00,
836,11,2025-09-17,full_day,onsite,,self,True,4,2025-09-17 17:47:00,2025-09-17 09:01:00,2025-09-17 17:47:00,
837,12,2025-09-17,full_day,onsite,,staff,True,4,2025-09-17 17:25:00,2025-09-17 09:28:00,2025-09-17 17:25:00,
838,13,2025-09-17,full_day,remote,,staff,True,3,2025-09-17 17:39:00,2025-09-17 09:29:00,2025-09-17 17:39:00,
839,14,2025-09-17,full_day,onsite,,self,True,4,2025-09-17 17:05:00,2025-09-17 09:23:00,2025-09-17 17:05:00,
840,15,2025-09-17,full_day,onsite,,self,True,3,2025-09-17 17:28:00,2025-09-17 09:00:00,2025-09-17 17:28:00,
841,16,2025-09-17,full_day,onsite,,self,True,1,2025-09-17 17:16:00,2025-09-17 09:10:00,2025-09-17 17:16:00,
842,17,2025-09-17,full_day,absent,体調不良のため,staff,True,2,2025-09-17 17:45:00,2025-09-17 09:02:00,2025-09-17 17:45:00,
843,18,2025-09-17,full_day,onsite,,staff,True,4,2025-09-17 17:46:00,2025-09-17 09:25:00,2025-09-17 17:46:00,
844,19,2025-09-17,full_day,onsite,,self,True,4,2025-09-17 17:02:00,2025-09-17 09:24:00,2025-09-17 17:02:00,
845,20,2025-09-17,full_day,onsite,,staff,True,2,2025-09-17 17:11:00,2025-09-17 09:24:00,2025-09-17 17:11:00,
846,21,2025-09-17,full_day,onsite,,self,True,4,2025-09-17 17:18:00,2025-09-17 09:20:00,2025-09-17 17:18:00,
847,22,2025-09-17,full_day,absent,体調不良のため,staff,True,2,2025-09-17 17:00:00,2025-09-17 09:08:00,2025-09-17 17:00:00,
848,23,2025-09-17,full_day,remote,,self,True,1,2025-09-17 17:38:00,2025-09-17 09:28:00,2025-09-17 17:38:00,
849,24,2025-09-17,full_day,remote,,self,True,4,2025-09-17 17:05:00,2025-09-17 09:19:00,2025-09-17 17:05:00,
850,25,2025-09-17,full_day,onsite,,self,True,5,2025-09-17 17:52:00,2025-09-17 09:26:00,2025-09-17 17:52:00,
851,1,2025-09-18,full_day,onsite,,self,True,1,2025-09-18 17:09:00,2025-09-18 09:27:00,2025-09-18 17:09:00,
852,2,2025-09-18,full_day,onsite,,self,True,1,2025-09-18 17:03:00,2025-09-18 09:03:00,2025-09-18 17:03:00,
853,3,2025-09-18,full_day,onsite,,self,True,5,2025-09-18 17:36:00,2025-09-18 09:25:00,2025-09-18 17:36:00,
854,4,2025-09-18,full_day,absent,体調不良のため,staff,True,5,2025-09-18 17:23:00,2025-09-18 09:02:00,2025-09-18 17:23:00,
855,5,2025-09-18,full_day,remote,,self,True,4,2025-09-18 17:53:00,2025-09-18 09:17:00,2025-09-18 17:53:00,
856,6,2025-09-18,full_day,onsite,,self,True,3,2025-09-18 17:21:00,2025-09-18 09:16:00,2025-09-18 17:21:00,
857,7,2025-09-18,full_day,onsite,,self,True,1,2025-09-18 17:36:00,2025-09-18 09:23:00,2025-09-18 17:36:00,
858,8,2025-09-18,full_day,onsite,,self,True,5,2025-09-18 17:59:00,2025-09-18 09:25:00,2025-09-18 17:59:00,
859,9,2025-09-18,full_day,onsite,,self,True,5,2025-09-18 17:39:00,2025-09-18 09:11:00,2025-09-18 17:39:00,
860,10,2025-09-18,full_day,remote,,self,True,4,2025-09-18 17:31:00,2025-09-18 09:25:00,2025-09-18 17:31:00,
861,11,2025-09-18,full_day,onsite,,self,True,1,2025-09-18 17:07:00,2025-09-18 09:00:00,2025-09-18 17:07:00,
862,12,2025-09-18,full_day,onsite,,self,True,4,2025-09-18 17:26:00,2025-09-18 09:01:00,2025-09-18 17:26:00,
863,13,2025-09-18,full_day,onsite,,staff,True,2,2025-09-18 17:44:00,2025-09-18 09:09:00,2025-09-18 17:44:00,
864,14,2025-09-18,full_day,onsite,,self,True,3,2025-09-18 17:49:00,2025-09-18 09:00:00,2025-09-18 17:49:00,
865,15,2025-09-18,full_day,remote,,self,True,5,2025-09-18 17:01:00,2025-09-18 09:26:00,2025-09-18 17:01:00,
866,16,2025-09-18,full_day,onsite,,self,True,4,2025-09-18 17:58:00,2025-09-18 09:15:00,2025-09-18 17:58:00,
867,17,2025-09-18,full_day,remote,,staff,True,4,2025-09-18 17:57:00,2025-09-18 09:27:00,2025-09-18 17:57:00,
868,18,2025-09-18,full_day,remote,,self,True,1,2025-09-18 17:53:00,2025-09-18 09:16:00,2025-09-18 17:53:00,
869,19,2025-09-18,full_day,onsite,,self,True,1,2025-09-18 17:13:00,2025-09-18 09:18:00,2025-09-18 17:13:00,
870,20,2025-09-18,full_day,onsite,,staff,True,2,2025-09-18 17:17:00,2025-09-18 09:26:00,2025-09-18 17:17:00,
871,21,2025-09-18,full_day,absent,,staff,True,5,2025-09-18 17:53:00,2025-09-18 09:19:00,2025-09-18 17:53:00,
872,22,2025-09-18,full_day,onsite,,self,True,3,2025-09-18 17:45:00,2025-09-18 09:01:00,2025-09-18 17:45:00,
873,23,2025-09-18,full_day,onsite,,self,True,3,2025-09-18 17:13:00,2025-09-18 09:16:00,2025-09-18 17:13:00,
874,24,2025-09-18,full_day,onsite,,self,True,1,2025-09-18 17:28:00,2025-09-18 09:16:00,2025-09-18 17:28:00,
875,25,2025-09-18,full_day,onsite,,staff,True,4,2025-09-18 17:46:00,2025-09-18 09:27:00,2025-09-18 17:46:00,
876,1,2025-09-19,full_day,onsite,,self,True,1,2025-09-19 17:52:00,2025-09-19 09:30:00,2025-09-19 17:52:00,
877,2,2025-09-19,full_day,absent,,staff,True,2,2025-09-19 17:46:00,2025-09-19 09:12:00,2025-09-19 17:46:00,
878,3,2025-09-19,full_day,onsite,,self,True,1,2025-09-19 17:43:00,2025-09-19 09:27:00,2025-09-19 17:43:00,
879,4,2025-09-19,full_day,remote,,self,True,1,2025-09-19 17:33:00,2025-09-19 09:24:00,2025-09-19 17:33:00,
880,5,2025-09-19,full_day,onsite,,self,True,2,2025-09-19 17:20:00,2025-09-19 09:06:00,2025-09-19 17:20:00,
881,6,2025-09-19,full_day,onsite,,self,True,1,2025-09-19 17:17:00,2025-09-19 09:04:00,2025-09-19 17:17:00,
882,7,2025-09-19,full_day,onsite,,self,True,3,2025-09-19 17:35:00,2025-09-19 09:10:00,2025-09-19 17:35:00,
883,8,2025-09-19,full_day,absent,,staff,True,3,2025-09-19 17:36:00,2025-09-19 09:02:00,2025-09-19 17:36:00,
884,9,2025-09-19,full_day,absent,,staff,True,5,2025-09-19 17:28:00,2025-09-19 09:00:00,2025-09-19 17:28:00,
885,10,2025-09-19,full_day,onsite,,self,True,1,2025-09-19 17:27:00,2025-09-19 09:12:00,2025-09-19 17:27:00,
886,11,2025-09-19,full_day,remote,,self,True,3,2025-09-19 17:21:00,2025-09-19 09:26:00,2025-09-19 17:21:00,
887,12,2025-09-19,full_day,onsite,,self,True,4,2025-09-19 17:36:00,2025-09-19 09:04:00,2025-09-19 17:36:00,
888,13,2025-09-19,full_day,remote,,staff,True,3,2025-09-19 17:43:00,2025-09-19 09:20:00,2025-09-19 17:43:00,
889,14,2025-09-19,full_day,onsite,,self,True,2,2025-09-19 17:55:00,2025-09-19 09:28:00,2025-09-19 17:55:00,
890,15,2025-09-19,full_day,absent,体調不良のため,staff,True,4,2025-09-19 17:11:00,2025-09-19 09:21:00,2025-09-19 17:11:00,
891,16,2025-09-19,full_day,absent,,staff,True,3,2025-09-19 17:29:00,2025-09-19 09:02:00,2025-09-19 17:29:00,
892,17,2025-09-19,full_day,remote,,self,True,3,2025-09-19 17:49:00,2025-09-19 09:11:00,2025-09-19 17:49:00,
893,18,2025-09-19,full_day,onsite,,self,True,1,2025-09-19 17:20:00,2025-09-19 09:17:00,2025-09-19 17:20:00,
894,19,2025-09-19,full_day,remote,,self,True,4,2025-09-19 17:15:00,2025-09-19 09:19:00,2025-09-19 17:15:00,
895,20,2025-09-19,full_day,remote,,self,True,3,2025-09-19 17:13:00,2025-09-19 09:26:00,2025-09-19 17:13:00,
896,21,2025-09-19,full_day,remote,,self,True,3,2025-09-19 17:34:00,2025-09-19 09:22:00,2025-09-19 17:34:00,
897,22,2025-09-19,full_day,onsite,,self,True,5,2025-09-19 17:53:00,2025-09-19 09:15:00,2025-09-19 17:53:00,
898,23,2025-09-19,full_day,onsite,,self,True,4,2025-09-19 17:11:00,2025-09-19 09:09:00,2025-09-19 17:11:00,
899,24,2025-09-19,full_day,onsite,,self,True,5,2025-09-19 17:49:00,2025-09-19 09:26:00,2025-09-19 17:49:00,
900,25,2025-09-19,full_day,onsite,,staff,True,2,2025-09-19 17:56:00,2025-09-19 09:18:00,2025-09-19 17:56:00,
901,1,2025-09-22,full_day,onsite,,self,True,2,2025-09-22 17:28:00,2025-09-22 09:17:00,2025-09-22 17:28:00,
902,2,2025-09-22,full_day,remote,,staff,True,3,2025-09-22 17:19:00,2025-09-22 09:18:00,2025-09-22 17:19:00,
903,3,2025-09-22,full_day,remote,,self,True,3,2025-09-22 17:05:00,2025-09-22 09:18:00,2025-09-22 17:05:00,
904,4,2025-09-22,full_day,absent,,staff,True,4,2025-09-22 17:54:00,2025-09-22 09:09:00,2025-09-22 17:54:00,
905,5,2025-09-22,full_day,absent,体調不良のため,staff,True,1,2025-09-22 17:00:00,2025-09-22 09:26:00,2025-09-22 17:00:00,
906,6,2025-09-22,full_day,onsite,,self,True,2,2025-09-22 17:27:00,2025-09-22 09:22:00,2025-09-22 17:27:00,
907,7,2025-09-22,full_day,remote,,self,True,4,2025-09-22 17:34:00,2025-09-22 09:06:00,2025-09-22 17:34:00,
908,8,2025-09-22,full_day,onsite,,self,True,3,2025-09-22 17:53:00,2025-09-22 09:13:00,2025-09-22 17:53:00,
909,9,2025-09-22,full_day,absent,,staff,True,2,2025-09-22 17:08:00,2025-09-22 09:20:00,2025-09-22 17:08:00,
910,10,2025-09-22,full_day,remote,,self,True,2,2025-09-22 17:05:00,2025-09-22 09:04:00,2025-09-22 17:05:00,
911,11,2025-09-22,full_day,remote,,self,True,5,2025-09-22 17:59:00,2025-09-22 09:13:00,2025-09-22 17:59:00,
912,12,2025-09-22,full_day,remote,,self,True,4,2025-09-22 17:24:00,2025-09-22 09:11:00,2025-09-22 17:24:00,
913,13,2025-09-22,full_day,onsite,,self,True,2,2025-09-22 17:45:00,2025-09-22 09:16:00,2025-09-22 17:45:00,
914,14,2025-09-22,full_day,absent,,staff,True,5,2025-09-22 17:23:00,2025-09-22 09:01:00,2025-09-22 17:23:00,
915,15,2025-09-22,full_day,onsite,,self,True,1,2025-09-22 17:09:00,2025-09-22 09:23:00,2025-09-22 17:09:00,
916,16,2025-09-22,full_day,absent,体調不良のため,staff,True,3,2025-09-22 17:29:00,2025-09-22 09:16:00,2025-09-22 17:29:00,
917,17,2025-09-22,full_day,remote,,self,True,1,2025-09-22 17:43:00,2025-09-22 09:20:00,2025-09-22 17:43:00,
918,18,2025-09-22,full_day,onsite,,self,True,5,2025-09-22 17:49:00,2025-09-22 09:00:00,2025-09-22 17:49:00,
919,19,2025-09-22,full_day,remote,,self,True,3,2025-09-22 17:26:00,2025-09-22 09:11:00,2025-09-22 17:26:00,
920,20,2025-09-22,full_day,onsite,,staff,True,5,2025-09-22 17:47:00,2025-09-22 09:09:00,2025-09-22 17:47:00,
921,21,2025-09-22,full_day,onsite,,self,True,5,2025-09-22 17:10:00,2025-09-22 09:18:00,2025-09-22 17:10:00,
922,22,2025-09-22,full_day,absent,,staff,True,5,2025-09-22 17:01:00,2025-09-22 09:02:00,2025-09-22 17:01:00,
923,23,2025-09-22,full_day,onsite,,self,True,5,2025-09-22 17:17:00,2025-09-22 09:08:00,2025-09-22 17:17:00,
924,24,2025-09-22,full_day,onsite,,self,True,5,2025-09-22 17:47:00,2025-09-22 09:04:00,2025-09-22 17:47:00,
925,25,2025-09-22,full_day,onsite,,self,True,2,2025-09-22 17:31:00,2025-09-22 09:05:00,2025-09-22 17:31:00,
926,1,2025-09-23,full_day,onsite,,self,True,2,2025-09-23 17:38:00,2025-09-23 09:29:00,2025-09-23 17:38:00,
927,2,2025-09-23,full_day,remote,,self,True,2,2025-09-23 17:42:00,2025-09-23 09:14:00,2025-09-23 17:42:00,
928,3,2025-09-23,full_day,onsite,,staff,True,3,2025-09-23 17:48:00,2025-09-23 09:26:00,2025-09-23 17:48:00,
929,4,2025-09-23,full_day,remote,,self,True,4,2025-09-23 17:47:00,2025-09-23 09:30:00,2025-09-23 17:47:00,
930,5,2025-09-23,full_day,remote,,self,True,4,2025-09-23 17:30:00,2025-09-23 09:08:00,2025-09-23 17:30:00,
931,6,2025-09-23,full_day,absent,体調不良のため,staff,True,1,2025-09-23 17:18:00,2025-09-23 09:14:00,2025-09-23 17:18:00,
932,7,2025-09-23,full_day,onsite,,staff,True,5,2025-09-23 17:40:00,2025-09-23 09:11:00,2025-09-23 17:40:00,
933,8,2025-09-23,full_day,onsite,,self,True,3,2025-09-23 17:51:00,2025-09-23 09:03:00,2025-09-23 17:51:00,
934,9,2025-09-23,full_day,remote,,self,True,2,2025-09-23 17:46:00,2025-09-23 09:21:00,2025-09-23 17:46:00,
935,10,2025-09-23,full_day,onsite,,self,True,2,2025-09-23 17:20:00,2025-09-23 09:17:00,2025-09-23 17:20:00,
936,11,2025-09-23,full_day,onsite,,staff,True,1,2025-09-23 17:33:00,2025-09-23 09:03:00,2025-09-23 17:33:00,
937,12,2025-09-23,full_day,onsite,,self,True,1,2025-09-23 17:01:00,2025-09-23 09:19:00,2025-09-23 17:01:00,
938,13,2025-09-23,full_day,absent,体調不良のため,staff,True,2,2025-09-23 18:00:00,2025-09-23 09:03:00,2025-09-23 18:00:00,
939,14,2025-09-23,full_day,onsite,,self,True,5,2025-09-23 17:51:00,2025-09-23 09:30:00,2025-09-23 17:51:00,
940,15,2025-09-23,full_day,onsite,,self,True,4,2025-09-23 17:42:00,2025-09-23 09:29:00,2025-09-23 17:42:00,
941,16,2025-09-23,full_day,onsite,,self,True,3,2025-09-23 17:16:00,2025-09-23 09:05:00,2025-09-23 17:16:00,
942,17,2025-09-23,full_day,onsite,,self,True,3,2025-09-23 17:03:00,2025-09-23 09:08:00,2025-09-23 17:03:00,
943,18,2025-09-23,full_day,remote,,staff,True,2,2025-09-23 17:39:00,2025-09-23 09:12:00,2025-09-23 17:39:00,
944,19,2025-09-23,full_day,onsite,,self,True,4,2025-09-23 17:13:00,2025-09-23 09:19:00,2025-09-23 17:13:00,
945,20,2025-09-23,full_day,absent,,staff,True,3,2025-09-23 17:06:00,2025-09-23 09:02:00,2025-09-23 17:06:00,
946,21,2025-09-23,full_day,remote,,staff,True,4,2025-09-23 17:09:00,2025-09-23 09:20:00,2025-09-23 17:09:00,
947,22,2025-09-23,full_day,absent,,staff,True,4,2025-09-23 17:17:00,2025-09-23 09:10:00,2025-09-23 17:17:00,
948,23,2025-09-23,full_day,remote,,self,True,4,2025-09-23 17:54:00,2025-09-23 09:23:00,2025-09-23 17:54:00,
949,24,2025-09-23,full_day,onsite,,staff,True,4,2025-09-23 17:07:00,2025-09-23 09:18:00,2025-09-23 17:07:00,
950,25,2025-09-23,full_day,absent,,staff,True,3,2025-09-23 17:43:00,2025-09-23 09:01:00,2025-09-23 17:43:00,
951,1,2025-09-24,full_day,absent,体調不良のため,staff,True,1,2025-09-24 17:23:00,2025-09-24 09:30:00,2025-09-24 17:23:00,
952,2,2025-09-24,full_day,onsite,,self,True,2,2025-09-24 17:35:00,2025-09-24 09:01:00,2025-09-24 17:35:00,
953,3,2025-09-24,full_day,onsite,,self,True,1,2025-09-24 17:40:00,2025-09-24 09:22:00,2025-09-24 17:40:00,
954,4,2025-09-24,full_day,remote,,self,True,2,2025-09-24 17:02:00,2025-09-24 09:06:00,2025-09-24 17:02:00,
955,5,2025-09-24,full_day,absent,,staff,True,2,2025-09-24 17:31:00,2025-09-24 09:25:00,2025-09-24 17:31:00,
956,6,2025-09-24,full_day,remote,,self,True,1,2025-09-24 17:02:00,2025-09-24 09:10:00,2025-09-24 17:02:00,
957,7,2025-09-24,full_day,onsite,,self,True,2,2025-09-24 17:51:00,2025-09-24 09:20:00,2025-09-24 17:51:00,
958,8,2025-09-24,full_day,onsite,,self,True,2,2025-09-24 17:59:00,2025-09-24 09:02:00,2025-09-24 17:59:00,
959,9,2025-09-24,full_day,onsite,,self,True,5,2025-09-24 17:02:00,2025-09-24 09:07:00,2025-09-24 17:02:00,
960,10,2025-09-24,full_day,onsite,,self,True,3,2025-09-24 17:52:00,2025-09-24 09:25:00,2025-09-24 17:52:00,
961,11,2025-09-24,full_day,onsite,,self,True,1,2025-09-24 17:07:00,2025-09-24 09:15:00,2025-09-24 17:07:00,
962,12,2025-09-24,full_day,onsite,,self,True,4,2025-09-24 17:21:00,2025-09-24 09:25:00,2025-09-24 17:21:00,
963,13,2025-09-24,full_day,remote,,self,True,5,2025-09-24 17:34:00,2025-09-24 09:04:00,2025-09-24 17:34:00,
964,14,2025-09-24,full_day,absent,,staff,True,2,2025-09-24 17:48:00,2025-09-24 09:05:00,2025-09-24 17:48:00,
965,15,2025-09-24,full_day,onsite,,self,True,2,2025-09-24 17:44:00,2025-09-24 09:11:00,2025-09-24 17:44:00,
966,16,2025-09-24,full_day,onsite,,staff,True,5,2025-09-24 17:24:00,2025-09-24 09:24:00,2025-09-24 17:24:00,
967,17,2025-09-24,full_day,absent,,staff,True,1,2025-09-24 17:00:00,2025-09-24 09:29:00,2025-09-24 17:00:00,
968,18,2025-09-24,full_day,onsite,,self,True,4,2025-09-24 17:44:00,2025-09-24 09:04:00,2025-09-24 17:44:00,
969,19,2025-09-24,full_day,remote,,self,True,2,2025-09-24 17:39:00,2025-09-24 09:22:00,2025-09-24 17:39:00,
970,20,2025-09-24,full_day,remote,,self,True,1,2025-09-24 17:40:00,2025-09-24 09:26:00,2025-09-24 17:40:00,
971,21,2025-09-24,full_day,onsite,,self,True,2,2025-09-24 17:07:00,2025-09-24 09:16:00,2025-09-24 17:07:00,
972,22,2025-09-24,full_day,onsite,,self,True,2,2025-09-24 17:17:00,2025-09-24 09:01:00,2025-09-24 17:17:00,
973,23,2025-09-24,full_day,remote,,self,True,2,2025-09-24 17:42:00,2025-09-24 09:29:00,2025-09-24 17:42:00,
974,24,2025-09-24,full_day,onsite,,self,True,3,2025-09-24 17:21:00,2025-09-24 09:19:00,2025-09-24 17:21:00,
975,25,2025-09-24,full_day,onsite,,staff,True,1,2025-09-24 17:59:00,2025-09-24 09:17:00,2025-09-24 17:59:00,
976,1,2025-09-25,full_day,remote,,self,True,1,2025-09-25 17:57:00,2025-09-25 09:07:00,2025-09-25 17:57:00,
977,2,2025-09-25,full_day,onsite,,self,True,3,2025-09-25 17:14:00,2025-09-25 09:24:00,2025-09-25 17:14:00,
978,3,2025-09-25,full_day,onsite,,self,True,2,2025-09-25 17:24:00,2025-09-25 09:28:00,2025-09-25 17:24:00,
979,4,2025-09-25,full_day,remote,,staff,True,4,2025-09-25 17:09:00,2025-09-25 09:06:00,2025-09-25 17:09:00,
980,5,2025-09-25,full_day,remote,,self,True,4,2025-09-25 17:46:00,2025-09-25 09:06:00,2025-09-25 17:46:00,
981,6,2025-09-25,full_day,absent,,staff,True,2,2025-09-25 17:21:00,2025-09-25 09:22:00,2025-09-25 17:21:00,
982,7,2025-09-25,full_day,onsite,,self,True,4,2025-09-25 17:26:00,2025-09-25 09:05:00,2025-09-25 17:26:00,
983,8,2025-09-25,full_day,onsite,,self,True,5,2025-09-25 17:57:00,2025-09-25 09:05:00,2025-09-25 17:57:00,
984,9,2025-09-25,full_day,onsite,,staff,True,5,2025-09-25 17:31:00,2025-09-25 09:27:00,2025-09-25 17:31:00,
985,10,2025-09-25,full_day,remote,,self,True,4,2025-09-25 17:47:00,2025-09-25 09:27:00,2025-09-25 17:47:00,
986,11,2025-09-25,full_day,onsite,,self,True,5,2025-09-25 18:00:00,2025-09-25 09:04:00,2025-09-25 18:00:00,
987,12,2025-09-25,full_day,remote,,self,True,1,2025-09-25 17:30:00,2025-09-25 09:23:00,2025-09-25 17:30:00,
988,13,2025-09-25,full_day,remote,,self,True,1,2025-09-25 17:28:00,2025-09-25 09:15:00,2025-09-25 17:28:00,
989,14,2025-09-25,full_day,onsite,,self,True,4,2025-09-25 18:00:00,2025-09-25 09:06:00,2025-09-25 18:00:00,
990,15,2025-09-25,full_day,onsite,,staff,True,3,2025-09-25 17:10:00,2025-09-25 09:22:00,2025-09-25 17:10:00,
991,16,2025-09-25,full_day,onsite,,self,True,4,2025-09-25 17:49:00,2025-09-25 09:04:00,2025-09-25 17:49:00,
992,17,2025-09-25,full_day,onsite,,self,True,1,2025-09-25 17:55:00,2025-09-25 09:20:00,2025-09-25 17:55:00,
993,18,2025-09-25,full_day,absent,,staff,True,3,2025-09-25 17:33:00,2025-09-25 09:13:00,2025-09-25 17:33:00,
994,19,2025-09-25,full_day,onsite,,self,True,1,2025-09-25 17:39:00,2025-09-25 09:28:00,2025-09-25 17:39:00,
995,20,2025-09-25,full_day,absent,体調不良のため,staff,True,5,2025-09-25 18:00:00,2025-09-25 09:11:00,2025-09-25 18:00:00,
996,21,2025-09-25,full_day,onsite,,self,True,1,2025-09-25 17:23:00,2025-09-25 09:11:00,2025-09-25 17:23:00,
997,22,2025-09-25,full_day,onsite,,self,True,2,2025-09-25 17:08:00,2025-09-25 09:10:00,2025-09-25 17:08:00,
998,23,2025-09-25,full_day,remote,,self,True,5,2025-09-25 17:55:00,2025-09-25 09:30:00,2025-09-25 17:55:00,
999,24,2025-09-25,full_day,onsite,,self,True,3,2025-09-25 17:32:00,2025-09-25 09:21:00,2025-09-25 17:32:00,
1000,25,2025-09-25,full_day,onsite,,self,True,4,2025-09-25 17:32:00,2025-09-25 09:16:00,2025-09-25 17:32:00,
1001,1,2025-09-26,full_day,onsite,,self,True,3,2025-09-26 17:51:00,2025-09-26 09:21:00,2025-09-26 17:51:00,
1002,2,2025-09-26,full_day,onsite,,staff,True,4,2025-09-26 17:05:00,2025-09-26 09:02:00,2025-09-26 17:05:00,
1003,3,2025-09-26,full_day,onsite,,staff,True,3,2025-09-26 17:07:00,2025-09-26 09:22:00,2025-09-26 17:07:00,
1004,4,2025-09-26,full_day,onsite,,self,True,1,2025-09-26 17:18:00,2025-09-26 09:13:00,2025-09-26 17:18:00,
1005,5,2025-09-26,full_day,onsite,,self,True,4,2025-09-26 17:28:00,2025-09-26 09:23:00,2025-09-26 17:28:00,
1006,6,2025-09-26,full_day,onsite,,staff,True,2,2025-09-26 17:53:00,2025-09-26 09:30:00,2025-09-26 17:53:00,
1007,7,2025-09-26,full_day,onsite,,self,True,3,2025-09-26 17:31:00,2025-09-26 09:18:00,2025-09-26 17:31:00,
1008,8,2025-09-26,full_day,remote,,self,True,5,2025-09-26 17:08:00,2025-09-26 09:28:00,2025-09-26 17:08:00,
1009,9,2025-09-26,full_day,onsite,,self,True,3,2025-09-26 17:18:00,2025-09-26 09:24:00,2025-09-26 17:18:00,
1010,10,2025-09-26,full_day,onsite,,self,True,2,2025-09-26 17:39:00,2025-09-26 09:29:00,2025-09-26 17:39:00,
1011,11,2025-09-26,full_day,onsite,,self,True,2,2025-09-26 17:10:00,2025-09-26 09:07:00,2025-09-26 17:10:00,
1012,12,2025-09-26,full_day,absent,,staff,True,5,2025-09-26 17:08:00,2025-09-26 09:11:00,2025-09-26 17:08:00,
1013,13,2025-09-26,full_day,onsite,,self,True,3,2025-09-26 17:09:00,2025-09-26 09:11:00,2025-09-26 17:09:00,
1014,14,2025-09-26,full_day,absent,,staff,True,5,2025-09-26 17:19:00,2025-09-26 09:00:00,2025-09-26 17:19:00,
1015,15,2025-09-26,full_day,onsite,,self,True,3,2025-09-26 17:09:00,2025-09-26 09:00:00,2025-09-26 17:09:00,
1016,16,2025-09-26,full_day,onsite,,self,True,3,2025-09-26 17:30:00,2025-09-26 09:28:00,2025-09-26 17:30:00,
1017,17,2025-09-26,full_day,absent,,staff,True,5,2025-09-26 17:42:00,2025-09-26 09:18:00,2025-09-26 17:42:00,
1018,18,2025-09-26,full_day,absent,,staff,True,3,2025-09-26 17:44:00,2025-09-26 09:15:00,2025-09-26 17:44:00,
1019,19,2025-09-26,full_day,onsite,,self,True,4,2025-09-26 17:39:00,2025-09-26 09:26:00,2025-09-26 17:39:00,
1020,20,2025-09-26,full_day,onsite,,staff,True,2,2025-09-26 17:37:00,2025-09-26 09:16:00,2025-09-26 17:37:00,
1021,21,2025-09-26,full_day,absent,,staff,True,3,2025-09-26 17:12:00,2025-09-26 09:17:00,2025-09-26 17:12:00,
1022,22,2025-09-26,full_day,onsite,,self,True,4,2025-09-26 17:12:00,2025-09-26 09:15:00,2025-09-26 17:12:00,
1023,23,2025-09-26,full_day,onsite,,self,True,3,2025-09-26 17:25:00,2025-09-26 09:04:00,2025-09-26 17:25:00,
1024,24,2025-09-26,full_day,remote,,self,True,3,2025-09-26 17:22:00,2025-09-26 09:11:00,2025-09-26 17:22:00,
1025,25,2025-09-26,full_day,onsite,,self,True,4,2025-09-26 17:47:00,2025-09-26 09:13:00,2025-09-26 17:47:00,
1026,1,2025-09-29,full_day,remote,,self,True,4,2025-09-29 17:08:00,2025-09-29 09:26:00,2025-09-29 17:08:00,
1027,2,2025-09-29,full_day,onsite,,self,True,5,2025-09-29 17:21:00,2025-09-29 09:02:00,2025-09-29 17:21:00,
1028,3,2025-09-29,full_day,remote,,staff,True,4,2025-09-29 17:40:00,2025-09-29 09:29:00,2025-09-29 17:40:00,
1029,4,2025-09-29,full_day,remote,,self,True,2,2025-09-29 17:12:00,2025-09-29 09:05:00,2025-09-29 17:12:00,
1030,5,2025-09-29,full_day,remote,,staff,True,3,2025-09-29 17:53:00,2025-09-29 09:18:00,2025-09-29 17:53:00,
1031,6,2025-09-29,full_day,remote,,self,True,1,2025-09-29 17:09:00,2025-09-29 09:08:00,2025-09-29 17:09:00,
1032,7,2025-09-29,full_day,remote,,staff,True,3,2025-09-29 17:26:00,2025-09-29 09:05:00,2025-09-29 17:26:00,
1033,8,2025-09-29,full_day,onsite,,staff,True,3,2025-09-29 17:31:00,2025-09-29 09:02:00,2025-09-29 17:31:00,
1034,9,2025-09-29,full_day,remote,,self,True,3,2025-09-29 17:40:00,2025-09-29 09:21:00,2025-09-29 17:40:00,
1035,10,2025-09-29,full_day,onsite,,self,True,5,2025-09-29 17:01:00,2025-09-29 09:27:00,2025-09-29 17:01:00,
1036,11,2025-09-29,full_day,onsite,,self,True,2,2025-09-29 17:22:00,2025-09-29 09:05:00,2025-09-29 17:22:00,
1037,12,2025-09-29,full_day,onsite,,staff,True,3,2025-09-29 17:33:00,2025-09-29 09:20:00,2025-09-29 17:33:00,
1038,13,2025-09-29,full_day,onsite,,self,True,5,2025-09-29 17:48:00,2025-09-29 09:05:00,2025-09-29 17:48:00,
1039,14,2025-09-29,full_day,onsite,,self,True,3,2025-09-29 17:06:00,2025-09-29 09:17:00,2025-09-29 17:06:00,
