id,user_id,report_date,sleep_rating,stress_rating,meal_rating,bed_time_local,wake_time_local,sleep_minutes,mood_score,created_at,updated_at,deleted_at
463,25,2025-08-29,2,1,2,01:45:00,07:45:00,360,6,2025-08-29 08:35:00,2025-08-29 08:57:00,
464,1,2025-09-01,2,1,3,02:45:00,09:30:00,405,8,2025-09-01 08:52:00,2025-09-01 08:55:00,
465,3,2025-09-01,3,2,2,00:30:00,09:30:00,540,5,2025-09-01 08:59:00,2025-09-01 08:59:00,
466,5,2025-09-01,3,1,3,23:30:00,08:00:00,510,6,2025-09-01 08:34:00,2025-09-01 08:40:00,
467,6,2025-09-01,3,1,3,23:15:00,06:45:00,450,5,2025-09-01 08:33:00,2025-09-01 08:55:00,
468,7,2025-09-01,2,2,2,02:15:00,08:15:00,360,6,2025-09-01 08:44:00,2025-09-01 08:38:00,
469,8,2025-09-01,3,3,3,02:00:00,09:45:00,465,6,2025-09-01 08:43:00,2025-09-01 08:32:00,
470,9,2025-09-01,3,1,3,23:00:00,09:00:00,600,8,2025-09-01 08:45:00,2025-09-01 08:57:00,
471,10,2025-09-01,3,3,3,23:00:00,08:00:00,540,6,2025-09-01 08:38:00,2025-09-01 08:48:00,
472,11,2025-09-01,3,1,2,00:00:00,09:45:00,585,6,2025-09-01 09:00:00,2025-09-01 08:34:00,
473,12,2025-09-01,3,2,3,01:15:00,09:30:00,495,4,2025-09-01 08:51:00,2025-09-01 08:39:00,
474,13,2025-09-01,3,2,2,00:15:00,09:15:00,540,5,2025-09-01 08:51:00,2025-09-01 08:48:00,
475,14,2025-09-01,2,3,3,00:00:00,06:30:00,390,5,2025-09-01 08:48:00,2025-09-01 08:33:00,
476,15,2025-09-01,3,2,3,22:00:00,09:15:00,600,6,2025-09-01 08:37:00,2025-09-01 08:49:00,
477,16,2025-09-01,3,2,2,23:15:00,06:45:00,450,7,2025-09-01 08:40:00,2025-09-01 08:32:00,
478,17,2025-09-01,3,1,1,22:45:00,09:45:00,600,7,2025-09-01 08:45:00,2025-09-01 08:34:00,
479,18,2025-09-01,2,1,3,00:15:00,06:30:00,375,7,2025-09-01 08:41:00,2025-09-01 08:35:00,
480,19,2025-09-01,2,1,2,01:30:00,09:00:00,450,9,2025-09-01 08:42:00,2025-09-01 08:36:00,
481,20,2025-09-01,3,2,3,23:30:00,06:30:00,420,5,2025-09-01 08:33:00,2025-09-01 08:46:00,
482,21,2025-09-01,2,2,3,00:00:00,06:00:00,360,8,2025-09-01 08:51:00,2025-09-01 08:41:00,
483,22,2025-09-01,2,2,3,22:15:00,06:00:00,465,7,2025-09-01 08:42:00,2025-09-01 08:39:00,
484,23,2025-09-01,2,1,1,22:30:00,06:15:00,465,8,2025-09-01 08:49:00,2025-09-01 08:45:00,
485,24,2025-09-01,3,1,3,23:15:00,08:00:00,525,5,2025-09-01 08:59:00,2025-09-01 08:34:00,
486,25,2025-09-01,1,1,2,02:30:00,07:45:00,315,4,2025-09-01 08:58:00,2025-09-01 08:54:00,
487,2,2025-09-02,3,1,3,23:15:00,09:00:00,585,6,2025-09-02 08:59:00,2025-09-02 08:47:00,
488,3,2025-09-02,3,3,3,22:30:00,08:00:00,570,4,2025-09-02 08:35:00,2025-09-02 08:48:00,
489,4,2025-09-02,2,2,2,02:15:00,06:45:00,270,8,2025-09-02 08:34:00,2025-09-02 08:49:00,
490,5,2025-09-02,3,3,3,00:45:00,09:45:00,540,4,2025-09-02 08:51:00,2025-09-02 08:47:00,
491,6,2025-09-02,2,2,3,22:30:00,07:30:00,540,5,2025-09-02 09:00:00,2025-09-02 08:56:00,
492,8,2025-09-02,3,2,3,01:15:00,09:00:00,465,6,2025-09-02 08:59:00,2025-09-02 08:59:00,
493,9,2025-09-02,1,1,3,01:00:00,06:30:00,330,6,2025-09-02 08:48:00,2025-09-02 08:48:00,
494,10,2025-09-02,1,1,3,02:45:00,07:30:00,285,4,2025-09-02 08:44:00,2025-09-02 08:54:00,
495,13,2025-09-02,3,2,2,23:30:00,09:45:00,600,8,2025-09-02 08:32:00,2025-09-02 08:45:00,
496,14,2025-09-02,3,3,2,22:45:00,06:30:00,465,7,2025-09-02 08:49:00,2025-09-02 08:42:00,
497,16,2025-09-02,3,1,2,00:45:00,08:00:00,435,8,2025-09-02 08:31:00,2025-09-02 08:36:00,
498,17,2025-09-02,3,2,3,22:30:00,07:30:00,540,6,2025-09-02 08:47:00,2025-09-02 08:30:00,
499,18,2025-09-02,3,1,3,22:30:00,09:15:00,600,6,2025-09-02 08:47:00,2025-09-02 08:31:00,
500,19,2025-09-02,2,2,3,01:15:00,08:00:00,405,6,2025-09-02 08:59:00,2025-09-02 08:36:00,
501,20,2025-09-02,3,1,2,22:45:00,07:15:00,510,5,2025-09-02 08:32:00,2025-09-02 08:52:00,
502,21,2025-09-02,2,1,3,23:45:00,07:00:00,435,4,2025-09-02 08:42:00,2025-09-02 08:36:00,
503,22,2025-09-02,3,2,2,22:30:00,06:15:00,465,4,2025-09-02 08:59:00,2025-09-02 08:56:00,
504,23,2025-09-02,3,2,3,00:15:00,09:15:00,540,3,2025-09-02 08:56:00,2025-09-02 08:42:00,
505,25,2025-09-02,3,3,3,22:15:00,07:15:00,540,6,2025-09-02 08:38:00,2025-09-02 08:58:00,
506,1,2025-09-03,2,1,3,01:30:00,07:30:00,360,6,2025-09-03 08:43:00,2025-09-03 08:52:00,
507,2,2025-09-03,3,3,3,22:45:00,09:45:00,600,5,2025-09-03 08:58:00,2025-09-03 08:36:00,
508,3,2025-09-03,2,1,3,01:30:00,06:45:00,315,7,2025-09-03 08:54:00,2025-09-03 08:44:00,
509,4,2025-09-03,2,1,3,23:15:00,06:00:00,405,6,2025-09-03 08:33:00,2025-09-03 08:35:00,
510,5,2025-09-03,2,2,3,01:00:00,07:30:00,390,6,2025-09-03 08:35:00,2025-09-03 09:00:00,
511,6,2025-09-03,3,1,3,00:45:00,08:30:00,465,6,2025-09-03 08:48:00,2025-09-03 08:38:00,
512,7,2025-09-03,3,2,3,22:00:00,09:15:00,600,7,2025-09-03 08:47:00,2025-09-03 08:57:00,
513,8,2025-09-03,1,1,3,01:15:00,07:00:00,345,4,2025-09-03 08:33:00,2025-09-03 08:33:00,
514,9,2025-09-03,2,1,1,23:00:00,09:15:00,600,6,2025-09-03 08:52:00,2025-09-03 08:55:00,
515,10,2025-09-03,3,1,2,22:15:00,09:30:00,600,6,2025-09-03 08:34:00,2025-09-03 08:44:00,
516,11,2025-09-03,1,3,3,02:00:00,07:15:00,315,7,2025-09-03 08:31:00,2025-09-03 08:48:00,
517,12,2025-09-03,3,1,3,22:15:00,08:30:00,600,5,2025-09-03 08:41:00,2025-09-03 08:44:00,
518,13,2025-09-03,2,2,2,23:00:00,09:45:00,600,6,2025-09-03 08:39:00,2025-09-03 08:46:00,
519,14,2025-09-03,3,2,3,22:15:00,07:15:00,540,6,2025-09-03 08:53:00,2025-09-03 08:44:00,
520,15,2025-09-03,3,1,3,22:45:00,06:15:00,450,8,2025-09-03 08:39:00,2025-09-03 08:47:00,
521,16,2025-09-03,2,1,3,23:15:00,08:00:00,525,5,2025-09-03 08:32:00,2025-09-03 08:43:00,
522,17,2025-09-03,1,2,1,02:00:00,07:30:00,330,6,2025-09-03 08:34:00,2025-09-03 08:58:00,
523,18,2025-09-03,2,2,3,22:15:00,06:45:00,510,7,2025-09-03 08:31:00,2025-09-03 08:56:00,
524,19,2025-09-03,2,1,3,01:00:00,07:00:00,360,8,2025-09-03 08:48:00,2025-09-03 08:47:00,
525,20,2025-09-03,3,2,3,22:00:00,09:45:00,600,4,2025-09-03 08:49:00,2025-09-03 08:42:00,
526,21,2025-09-03,3,1,3,01:15:00,09:30:00,495,6,2025-09-03 08:50:00,2025-09-03 08:44:00,
527,22,2025-09-03,3,3,3,01:15:00,09:30:00,495,5,2025-09-03 08:39:00,2025-09-03 08:50:00,
528,23,2025-09-03,3,1,2,23:45:00,08:15:00,510,2,2025-09-03 08:30:00,2025-09-03 08:43:00,
529,24,2025-09-03,2,2,2,00:15:00,06:45:00,390,4,2025-09-03 08:43:00,2025-09-03 08:52:00,
530,25,2025-09-03,3,1,2,02:15:00,09:15:00,420,6,2025-09-03 08:41:00,2025-09-03 08:36:00,
531,1,2025-09-04,3,3,3,01:45:00,09:45:00,480,6,2025-09-04 08:44:00,2025-09-04 09:00:00,
532,2,2025-09-04,2,1,3,01:45:00,08:30:00,405,7,2025-09-04 08:40:00,2025-09-04 08:51:00,
533,3,2025-09-04,2,2,3,01:15:00,07:15:00,360,6,2025-09-04 08:36:00,2025-09-04 08:52:00,
534,5,2025-09-04,3,1,2,23:15:00,08:45:00,570,5,2025-09-04 08:54:00,2025-09-04 08:55:00,
535,6,2025-09-04,2,2,3,01:30:00,08:15:00,405,4,2025-09-04 08:42:00,2025-09-04 08:34:00,
536,7,2025-09-04,3,2,3,01:00:00,09:30:00,510,4,2025-09-04 09:00:00,2025-09-04 08:54:00,
537,8,2025-09-04,2,3,3,02:45:00,06:15:00,240,5,2025-09-04 08:47:00,2025-09-04 08:58:00,
538,10,2025-09-04,3,2,3,23:45:00,09:15:00,570,8,2025-09-04 08:30:00,2025-09-04 08:52:00,
539,11,2025-09-04,3,1,3,23:45:00,07:30:00,465,9,2025-09-04 08:51:00,2025-09-04 08:48:00,
540,13,2025-09-04,3,2,3,23:45:00,07:15:00,450,5,2025-09-04 08:44:00,2025-09-04 08:37:00,
541,14,2025-09-04,3,2,3,23:45:00,08:00:00,495,6,2025-09-04 08:55:00,2025-09-04 08:32:00,
542,15,2025-09-04,3,1,3,22:00:00,06:00:00,480,5,2025-09-04 08:32:00,2025-09-04 08:40:00,
543,16,2025-09-04,3,2,3,00:15:00,07:15:00,420,5,2025-09-04 08:32:00,2025-09-04 08:41:00,
544,18,2025-09-04,3,1,1,02:30:00,09:45:00,435,6,2025-09-04 08:35:00,2025-09-04 08:39:00,
545,19,2025-09-04,2,3,3,00:00:00,07:15:00,435,4,2025-09-04 08:33:00,2025-09-04 08:47:00,
546,20,2025-09-04,1,1,3,02:45:00,07:45:00,300,5,2025-09-04 08:38:00,2025-09-04 08:52:00,
547,21,2025-09-04,2,2,2,23:00:00,07:45:00,525,8,2025-09-04 08:31:00,2025-09-04 08:34:00,
548,22,2025-09-04,2,1,1,01:45:00,09:45:00,480,7,2025-09-04 08:30:00,2025-09-04 08:48:00,
549,23,2025-09-04,3,1,3,00:45:00,07:45:00,420,7,2025-09-04 08:45:00,2025-09-04 09:00:00,
550,24,2025-09-04,1,2,2,02:30:00,08:00:00,330,5,2025-09-04 08:32:00,2025-09-04 08:35:00,
551,25,2025-09-04,2,1,2,23:30:00,09:15:00,585,8,2025-09-04 08:59:00,2025-09-04 08:55:00,
552,2,2025-09-05,3,2,3,23:30:00,08:00:00,510,7,2025-09-05 08:55:00,2025-09-05 08:45:00,
553,3,2025-09-05,3,1,3,22:45:00,07:30:00,525,5,2025-09-05 08:36:00,2025-09-05 08:46:00,
554,4,2025-09-05,3,3,3,00:00:00,09:30:00,570,7,2025-09-05 08:31:00,2025-09-05 08:50:00,
555,5,2025-09-05,3,2,3,23:30:00,08:45:00,555,7,2025-09-05 08:40:00,2025-09-05 08:31:00,
556,6,2025-09-05,1,1,2,00:45:00,06:30:00,345,8,2025-09-05 08:34:00,2025-09-05 08:57:00,
557,7,2025-09-05,1,3,2,02:00:00,06:30:00,270,4,2025-09-05 08:58:00,2025-09-05 08:45:00,
558,8,2025-09-05,1,2,3,01:45:00,06:30:00,285,3,2025-09-05 08:40:00,2025-09-05 08:41:00,
559,10,2025-09-05,2,3,2,02:45:00,09:30:00,405,6,2025-09-05 08:34:00,2025-09-05 09:00:00,
560,11,2025-09-05,3,3,3,00:30:00,07:45:00,435,6,2025-09-05 08:32:00,2025-09-05 08:59:00,
561,12,2025-09-05,2,1,3,01:00:00,08:00:00,420,6,2025-09-05 08:34:00,2025-09-05 08:55:00,
562,13,2025-09-05,3,2,3,22:15:00,06:15:00,480,6,2025-09-05 08:34:00,2025-09-05 08:48:00,
563,14,2025-09-05,3,3,3,23:00:00,06:00:00,420,7,2025-09-05 08:53:00,2025-09-05 08:55:00,
564,15,2025-09-05,3,1,3,00:00:00,07:45:00,465,8,2025-09-05 08:40:00,2025-09-05 08:55:00,
565,16,2025-09-05,2,3,3,22:00:00,06:15:00,495,7,2025-09-05 08:53:00,2025-09-05 08:59:00,
566,17,2025-09-05,2,3,2,22:15:00,06:00:00,465,5,2025-09-05 08:55:00,2025-09-05 08:51:00,
567,18,2025-09-05,2,2,3,23:15:00,06:00:00,405,6,2025-09-05 08:42:00,2025-09-05 08:40:00,
568,19,2025-09-05,3,2,3,02:15:00,09:15:00,420,9,2025-09-05 08:45:00,2025-09-05 08:49:00,
569,20,2025-09-05,3,1,3,23:45:00,08:00:00,495,7,2025-09-05 08:46:00,2025-09-05 08:30:00,
570,21,2025-09-05,2,2,3,22:15:00,07:30:00,555,7,2025-09-05 08:47:00,2025-09-05 08:48:00,
571,22,2025-09-05,2,1,3,23:00:00,06:15:00,435,6,2025-09-05 08:40:00,2025-09-05 08:54:00,
572,23,2025-09-05,3,3,2,23:15:00,09:30:00,600,5,2025-09-05 08:46:00,2025-09-05 08:50:00,
573,25,2025-09-05,3,2,3,00:15:00,09:30:00,555,4,2025-09-05 08:53:00,2025-09-05 08:37:00,
574,1,2025-09-08,2,1,3,02:00:00,08:30:00,390,7,2025-09-08 08:54:00,2025-09-08 08:35:00,
575,2,2025-09-08,3,2,1,22:00:00,06:45:00,525,5,2025-09-08 08:53:00,2025-09-08 08:31:00,
576,3,2025-09-08,2,3,2,02:45:00,06:45:00,240,7,2025-09-08 08:53:00,2025-09-08 08:51:00,
577,4,2025-09-08,3,1,2,22:30:00,08:00:00,570,7,2025-09-08 08:53:00,2025-09-08 08:56:00,
578,5,2025-09-08,3,3,2,00:45:00,08:45:00,480,5,2025-09-08 08:39:00,2025-09-08 08:54:00,
579,6,2025-09-08,1,2,3,01:30:00,07:15:00,345,6,2025-09-08 08:31:00,2025-09-08 08:52:00,
580,7,2025-09-08,3,1,3,00:45:00,09:45:00,540,7,2025-09-08 08:55:00,2025-09-08 08:57:00,
581,8,2025-09-08,2,2,1,01:45:00,09:45:00,480,4,2025-09-08 08:53:00,2025-09-08 08:54:00,
582,9,2025-09-08,1,2,1,01:45:00,06:15:00,270,8,2025-09-08 08:42:00,2025-09-08 08:57:00,
583,10,2025-09-08,3,2,3,23:45:00,08:00:00,495,5,2025-09-08 08:56:00,2025-09-08 08:51:00,
584,11,2025-09-08,2,2,3,23:15:00,07:15:00,480,6,2025-09-08 08:42:00,2025-09-08 08:45:00,
585,12,2025-09-08,2,2,3,23:30:00,08:15:00,525,8,2025-09-08 08:42:00,2025-09-08 08:35:00,
586,13,2025-09-08,2,1,3,00:30:00,07:15:00,405,7,2025-09-08 08:45:00,2025-09-08 08:49:00,
587,14,2025-09-08,3,2,1,01:45:00,09:15:00,450,6,2025-09-08 08:51:00,2025-09-08 08:31:00,
588,15,2025-09-08,2,2,3,00:00:00,06:30:00,390,5,2025-09-08 08:52:00,2025-09-08 08:45:00,
589,16,2025-09-08,1,2,3,02:30:00,07:15:00,285,4,2025-09-08 08:45:00,2025-09-08 08:55:00,
590,17,2025-09-08,3,1,3,23:45:00,09:00:00,555,6,2025-09-08 08:50:00,2025-09-08 08:35:00,
591,18,2025-09-08,3,1,2,00:30:00,09:00:00,510,8,2025-09-08 08:46:00,2025-09-08 08:39:00,
592,19,2025-09-08,3,3,3,00:30:00,07:30:00,420,7,2025-09-08 08:45:00,2025-09-08 08:32:00,
593,21,2025-09-08,3,2,3,22:45:00,08:45:00,600,8,2025-09-08 09:00:00,2025-09-08 08:40:00,
594,23,2025-09-08,3,1,3,23:30:00,09:30:00,600,7,2025-09-08 08:48:00,2025-09-08 08:55:00,
595,24,2025-09-08,3,3,2,00:15:00,07:30:00,435,9,2025-09-08 08:48:00,2025-09-08 08:59:00,
596,25,2025-09-08,3,1,2,23:15:00,07:45:00,510,8,2025-09-08 08:58:00,2025-09-08 08:30:00,
597,1,2025-09-09,3,1,1,00:00:00,09:15:00,555,6,2025-09-09 08:32:00,2025-09-09 08:46:00,
598,2,2025-09-09,2,1,3,01:45:00,08:00:00,375,3,2025-09-09 08:44:00,2025-09-09 08:42:00,
599,3,2025-09-09,3,1,3,23:30:00,07:30:00,480,7,2025-09-09 08:31:00,2025-09-09 08:45:00,
600,4,2025-09-09,3,2,3,23:15:00,06:30:00,435,5,2025-09-09 08:49:00,2025-09-09 08:45:00,
601,5,2025-09-09,2,1,1,02:15:00,08:30:00,375,6,2025-09-09 08:45:00,2025-09-09 08:40:00,
602,6,2025-09-09,2,2,3,02:15:00,07:00:00,285,9,2025-09-09 08:31:00,2025-09-09 08:53:00,
603,7,2025-09-09,3,2,2,23:30:00,07:45:00,495,5,2025-09-09 08:56:00,2025-09-09 08:57:00,
604,8,2025-09-09,2,2,3,22:30:00,08:15:00,585,6,2025-09-09 08:30:00,2025-09-09 08:30:00,
605,9,2025-09-09,3,3,1,01:00:00,08:45:00,465,6,2025-09-09 08:34:00,2025-09-09 08:44:00,
606,10,2025-09-09,2,1,2,01:15:00,09:30:00,495,6,2025-09-09 08:38:00,2025-09-09 08:44:00,
607,11,2025-09-09,2,3,2,00:15:00,09:30:00,555,7,2025-09-09 08:34:00,2025-09-09 08:40:00,
608,12,2025-09-09,3,2,3,22:00:00,06:30:00,510,5,2025-09-09 08:41:00,2025-09-09 08:34:00,
609,13,2025-09-09,2,1,3,00:45:00,06:45:00,360,2,2025-09-09 08:50:00,2025-09-09 08:40:00,
610,15,2025-09-09,2,1,3,01:15:00,08:00:00,405,7,2025-09-09 08:50:00,2025-09-09 08:39:00,
611,16,2025-09-09,2,1,3,00:00:00,06:15:00,375,6,2025-09-09 08:45:00,2025-09-09 08:32:00,
612,17,2025-09-09,3,3,1,22:15:00,07:00:00,525,7,2025-09-09 09:00:00,2025-09-09 08:52:00,
613,18,2025-09-09,3,2,2,23:00:00,08:30:00,570,7,2025-09-09 08:43:00,2025-09-09 08:40:00,
614,19,2025-09-09,3,1,3,22:45:00,09:00:00,600,4,2025-09-09 08:50:00,2025-09-09 08:55:00,
615,20,2025-09-09,1,2,3,01:15:00,06:15:00,300,4,2025-09-09 08:33:00,2025-09-09 08:54:00,
616,21,2025-09-09,2,1,2,00:15:00,07:00:00,405,8,2025-09-09 08:50:00,2025-09-09 08:51:00,
617,22,2025-09-09,1,1,2,02:00:00,06:15:00,255,6,2025-09-09 08:31:00,2025-09-09 08:37:00,
618,23,2025-09-09,3,2,2,23:15:00,07:30:00,495,8,2025-09-09 08:54:00,2025-09-09 08:50:00,
619,24,2025-09-09,2,3,3,01:00:00,08:45:00,465,6,2025-09-09 08:52:00,2025-09-09 08:52:00,
620,25,2025-09-09,1,2,1,01:00:00,06:15:00,315,5,2025-09-09 08:36:00,2025-09-09 08:37:00,
621,1,2025-09-10,1,2,3,02:45:00,06:30:00,240,7,2025-09-10 08:48:00,2025-09-10 08:58:00,
622,2,2025-09-10,2,2,3,00:15:00,09:15:00,540,7,2025-09-10 08:30:00,2025-09-10 08:59:00,
623,3,2025-09-10,2,2,3,02:30:00,08:30:00,360,6,2025-09-10 08:46:00,2025-09-10 08:42:00,
624,4,2025-09-10,2,3,3,23:15:00,08:30:00,555,5,2025-09-10 08:58:00,2025-09-10 08:38:00,
625,5,2025-09-10,2,1,3,01:00:00,08:45:00,465,5,2025-09-10 08:49:00,2025-09-10 09:00:00,
626,6,2025-09-10,2,1,2,02:45:00,07:15:00,270,5,2025-09-10 08:42:00,2025-09-10 08:55:00,
627,7,2025-09-10,3,2,3,22:15:00,07:30:00,555,6,2025-09-10 08:51:00,2025-09-10 08:36:00,
628,8,2025-09-10,2,3,3,02:30:00,08:45:00,375,6,2025-09-10 08:31:00,2025-09-10 08:50:00,
629,9,2025-09-10,3,1,3,23:30:00,07:00:00,450,7,2025-09-10 08:36:00,2025-09-10 08:56:00,
630,10,2025-09-10,3,2,3,23:30:00,07:45:00,495,6,2025-09-10 08:42:00,2025-09-10 08:53:00,
631,11,2025-09-10,3,1,3,00:45:00,09:15:00,510,5,2025-09-10 08:45:00,2025-09-10 08:47:00,
632,12,2025-09-10,1,2,3,02:30:00,07:00:00,270,8,2025-09-10 08:58:00,2025-09-10 08:30:00,
633,13,2025-09-10,3,1,3,22:00:00,06:30:00,510,7,2025-09-10 08:39:00,2025-09-10 08:44:00,
634,14,2025-09-10,1,2,3,01:15:00,06:00:00,285,5,2025-09-10 08:50:00,2025-09-10 08:36:00,
635,15,2025-09-10,1,2,2,01:30:00,06:30:00,300,6,2025-09-10 08:30:00,2025-09-10 08:39:00,
636,16,2025-09-10,3,1,3,22:00:00,08:15:00,600,7,2025-09-10 08:59:00,2025-09-10 08:59:00,
637,18,2025-09-10,2,2,2,23:00:00,06:45:00,465,5,2025-09-10 08:33:00,2025-09-10 08:32:00,
638,19,2025-09-10,2,1,3,23:45:00,08:30:00,525,5,2025-09-10 08:48:00,2025-09-10 08:45:00,
639,20,2025-09-10,3,2,2,22:15:00,07:00:00,525,9,2025-09-10 08:42:00,2025-09-10 08:30:00,
640,21,2025-09-10,3,1,3,22:45:00,09:45:00,600,4,2025-09-10 08:30:00,2025-09-10 08:48:00,
641,22,2025-09-10,3,3,3,22:00:00,08:30:00,600,6,2025-09-10 08:36:00,2025-09-10 08:55:00,
642,23,2025-09-10,3,3,3,00:00:00,08:15:00,495,7,2025-09-10 08:44:00,2025-09-10 08:55:00,
643,24,2025-09-10,3,2,2,22:00:00,09:45:00,600,6,2025-09-10 08:52:00,2025-09-10 08:57:00,
644,25,2025-09-10,3,1,1,22:30:00,08:00:00,570,7,2025-09-10 08:44:00,2025-09-10 08:56:00,
645,1,2025-09-11,3,2,3,01:15:00,08:30:00,435,7,2025-09-11 08:47:00,2025-09-11 08:34:00,
646,2,2025-09-11,3,1,3,00:30:00,09:15:00,525,6,2025-09-11 08:41:00,2025-09-11 08:44:00,
647,3,2025-09-11,3,1,3,00:30:00,07:45:00,435,6,2025-09-11 08:43:00,2025-09-11 08:41:00,
648,5,2025-09-11,3,2,2,01:00:00,08:15:00,435,8,2025-09-11 08:41:00,2025-09-11 08:50:00,
649,8,2025-09-11,1,2,3,01:45:00,07:00:00,315,3,2025-09-11 08:59:00,2025-09-11 08:57:00,
650,9,2025-09-11,3,2,3,23:30:00,07:15:00,465,5,2025-09-11 08:55:00,2025-09-11 08:36:00,
651,10,2025-09-11,3,1,2,01:00:00,09:00:00,480,7,2025-09-11 08:47:00,2025-09-11 08:31:00,
652,11,2025-09-11,1,1,2,02:00:00,06:30:00,270,7,2025-09-11 08:51:00,2025-09-11 09:00:00,
653,12,2025-09-11,2,1,2,23:15:00,08:45:00,570,8,2025-09-11 08:53:00,2025-09-11 08:56:00,
654,13,2025-09-11,3,2,3,00:45:00,09:15:00,510,6,2025-09-11 08:53:00,2025-09-11 08:43:00,
655,14,2025-09-11,3,1,3,22:15:00,09:15:00,600,7,2025-09-11 08:58:00,2025-09-11 08:54:00,
656,16,2025-09-11,2,2,2,23:00:00,06:45:00,465,6,2025-09-11 08:32:00,2025-09-11 08:52:00,
657,17,2025-09-11,3,2,2,00:15:00,09:30:00,555,5,2025-09-11 08:47:00,2025-09-11 08:50:00,
658,18,2025-09-11,2,1,3,22:15:00,06:00:00,465,6,2025-09-11 08:33:00,2025-09-11 08:36:00,
659,19,2025-09-11,3,1,3,23:00:00,06:30:00,450,7,2025-09-11 08:33:00,2025-09-11 08:43:00,
660,20,2025-09-11,1,2,3,00:45:00,06:30:00,345,4,2025-09-11 08:41:00,2025-09-11 08:36:00,
661,21,2025-09-11,3,1,2,00:45:00,09:00:00,495,7,2025-09-11 08:31:00,2025-09-11 08:45:00,
662,22,2025-09-11,2,3,3,00:30:00,06:30:00,360,6,2025-09-11 08:52:00,2025-09-11 08:45:00,
663,24,2025-09-11,3,2,3,01:00:00,09:30:00,510,7,2025-09-11 08:51:00,2025-09-11 08:45:00,
664,25,2025-09-11,3,2,3,22:45:00,06:45:00,480,6,2025-09-11 08:32:00,2025-09-11 08:45:00,
665,1,2025-09-12,2,1,3,00:00:00,06:15:00,375,8,2025-09-12 08:53:00,2025-09-12 08:56:00,
666,2,2025-09-12,3,2,2,22:45:00,09:30:00,600,6,2025-09-12 08:45:00,2025-09-12 08:31:00,
667,3,2025-09-12,3,3,2,00:30:00,09:15:00,525,5,2025-09-12 08:33:00,2025-09-12 08:30:00,
668,4,2025-09-12,3,2,3,23:00:00,09:00:00,600,6,2025-09-12 08:44:00,2025-09-12 08:38:00,
669,5,2025-09-12,1,1,3,02:45:00,06:30:00,240,7,2025-09-12 08:52:00,2025-09-12 08:46:00,
670,6,2025-09-12,3,2,3,01:15:00,09:30:00,495,6,2025-09-12 08:31:00,2025-09-12 08:39:00,
671,7,2025-09-12,2,1,3,02:30:00,09:00:00,390,5,2025-09-12 08:51:00,2025-09-12 08:34:00,
672,8,2025-09-12,3,3,2,22:15:00,09:45:00,600,8,2025-09-12 08:42:00,2025-09-12 08:54:00,
673,9,2025-09-12,2,3,2,23:45:00,06:30:00,405,7,2025-09-12 08:35:00,2025-09-12 08:37:00,
674,10,2025-09-12,3,1,2,00:45:00,07:45:00,420,9,2025-09-12 09:00:00,2025-09-12 08:59:00,
675,11,2025-09-12,2,1,3,22:00:00,07:15:00,555,7,2025-09-12 09:00:00,2025-09-12 08:49:00,
676,12,2025-09-12,3,1,2,02:00:00,09:45:00,465,4,2025-09-12 08:52:00,2025-09-12 08:43:00,
677,13,2025-09-12,3,2,1,22:30:00,06:45:00,495,7,2025-09-12 08:38:00,2025-09-12 08:43:00,
678,14,2025-09-12,2,3,2,02:45:00,06:00:00,240,9,2025-09-12 08:58:00,2025-09-12 09:00:00,
679,15,2025-09-12,3,1,2,00:45:00,09:15:00,510,6,2025-09-12 08:58:00,2025-09-12 08:34:00,
680,16,2025-09-12,3,1,3,22:00:00,07:00:00,540,8,2025-09-12 08:51:00,2025-09-12 08:36:00,
681,18,2025-09-12,2,2,2,01:30:00,08:45:00,435,7,2025-09-12 08:55:00,2025-09-12 08:51:00,
682,19,2025-09-12,2,3,3,23:45:00,06:00:00,375,7,2025-09-12 08:37:00,2025-09-12 08:36:00,
683,20,2025-09-12,2,2,3,23:30:00,07:45:00,495,5,2025-09-12 08:31:00,2025-09-12 08:46:00,
684,21,2025-09-12,3,2,3,22:00:00,08:00:00,600,3,2025-09-12 08:55:00,2025-09-12 08:34:00,
685,22,2025-09-12,2,3,3,00:15:00,09:15:00,540,8,2025-09-12 08:45:00,2025-09-12 08:45:00,
686,23,2025-09-12,1,2,3,01:15:00,06:15:00,300,8,2025-09-12 08:50:00,2025-09-12 08:50:00,
687,24,2025-09-12,1,1,3,02:00:00,07:15:00,315,6,2025-09-12 08:34:00,2025-09-12 08:57:00,
688,25,2025-09-12,3,2,3,22:45:00,06:15:00,450,5,2025-09-12 08:54:00,2025-09-12 08:43:00,
689,1,2025-09-15,2,3,3,00:15:00,08:45:00,510,6,2025-09-15 08:43:00,2025-09-15 08:31:00,
690,2,2025-09-15,1,2,1,00:45:00,06:15:00,330,9,2025-09-15 08:59:00,2025-09-15 08:41:00,
691,4,2025-09-15,1,1,2,01:45:00,07:15:00,330,5,2025-09-15 09:00:00,2025-09-15 08:55:00,
692,5,2025-09-15,1,1,2,02:45:00,07:15:00,270,6,2025-09-15 08:39:00,2025-09-15 08:45:00,
693,6,2025-09-15,2,3,2,22:45:00,06:45:00,480,4,2025-09-15 08:32:00,2025-09-15 08:52:00,
694,7,2025-09-15,3,2,2,23:00:00,08:30:00,570,6,2025-09-15 08:44:00,2025-09-15 08:50:00,
